id,name,aliases,family,data_shape,shape_label,origin_code,origin,universality,depth_tier,areas,subject_tags,tools,sibling_count,siblings
P059,Scatter plot,XY plot,F03 Correlation & bivariate,S03,Two continuous variables,D,Data-driven,universal,deep,ALL,statistics,ggplot2::geom_point; matplotlib.scatter,56,Marginal histogram plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Cli
P060,Bubble chart,proportional-symbol scatter,F03 Correlation & bivariate,S03,Two continuous variables,D,Data-driven,universal,deep,SH;EE;HM,economics;public-health,ggplot2::geom_point(aes(size=)); plotly,56,Marginal histogram plot;Scatter plot;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Cli
P061,Connected scatter plot,,F03 Correlation & bivariate,S04,Paired or repeated measurements on the same units,D,Data-driven,domain-signature,standard,SH;EE,economics;climate,ggplot2::geom_path+geom_point,4,Span chart;Dumbbell plot;Slope graph;Tanglegram
P062,Scatter plot matrix,SPLOM; pairs plot,F03 Correlation & bivariate,S11,Many variables per observation (wide / high-dimensional),D,Data-driven,universal,deep,XM;LS,statistics,GGally::ggpairs; seaborn.pairplot; base::pairs,39,Parallel coordinates plot;PCA scores plot;Scree plot;Radar chart;PCA biplot;Multidimensional scaling plot;Chernoff faces;Silhouette plot;Elbow plot;Embedding projection plot;t-SNE embedding plot;UMAP embedding plot;Cell-cell communication circle plot;Beta diversity ordination;Loadings plot;Parallel analysis plot;PLS-DA / OPLS-DA scores plot;LDA / discriminant plot;Correspondence analysis biplot;Mu
P063,Hexbin plot,hexagonal binning,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,universal,deep,XM;LS;EE,statistics;single-cell,hexbin; ggplot2::geom_hex; matplotlib.hexbin,12,2-D density plot;Contour plot;3-D surface plot;Wireframe plot;Vector field plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P064,2-D density plot,bivariate KDE; contour density,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,universal,deep,XM;LS,statistics,ggplot2::geom_density_2d; seaborn.kdeplot,12,Hexbin plot;Contour plot;3-D surface plot;Wireframe plot;Vector field plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P065,Binned scatter plot,binscatter,F03 Correlation & bivariate,S03,Two continuous variables,D,Data-driven,niche,stub,SH,econometrics,binsreg; binscatter (Stata),56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P066,Correlogram,correlation matrix plot; corrplot,F03 Correlation & bivariate,S12,Pairwise matrix,D,Data-driven,universal,deep,XM;LS;SH,statistics,corrplot; ggcorrplot; corrr; seaborn.heatmap,15,Heatmap (categorical matrix);Calendar heatmap;Autocorrelation plot;Confusion matrix heatmap;Clustered expression heatmap;Spiral plot;Oncoprint;Mass cytometry (CyTOF) heatmap;Antibiogram heatmap;Brain connectivity matrix;Cohort retention heatmap;Bertin reorderable matrix;Sample-sample distance heatmap;Single-cell dot plot;RFM segmentation heatmap
P067,Bland-Altman plot,difference plot; Tukey mean-difference plot; MA plot,F03 Correlation & bivariate,S22,Model output vs observed,D,Data-driven,domain-signature,deep,HM;LS,diagnostics;clinical-trials,blandr; BlandAltmanLeh; pyCompare,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial dependence plot;Dose-resp
P068,Deming/Passing-Bablok regression plot,method comparison plot,F03 Correlation & bivariate,S22,Model output vs observed,D,Data-driven,niche,stub,HM,diagnostics,mcr; deming,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial depende
P069,Contour plot,,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,universal,deep,PE;EE;XM,physics-general;mathematics,ggplot2::geom_contour; matplotlib.contour,12,Hexbin plot;2-D density plot;3-D surface plot;Wireframe plot;Vector field plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P070,3-D surface plot,,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,universal,deep,PE;XM;EE,mathematics;physics-general,plotly; rgl; matplotlib plot_surface,12,Hexbin plot;2-D density plot;Contour plot;Wireframe plot;Vector field plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P071,Wireframe plot,mesh plot,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,domain-signature,standard,PE;XM,mathematics,lattice::wireframe; matplotlib plot_wireframe,12,Hexbin plot;2-D density plot;Contour plot;3-D surface plot;Vector field plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P072,Vector field plot,quiver plot,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,domain-signature,standard,PE;EE,fluid-dynamics;atmospheric,matplotlib.quiver; ggquiver; metR,12,Hexbin plot;2-D density plot;Contour plot;3-D surface plot;Wireframe plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P073,Streamline plot,streamplot,F03 Correlation & bivariate,S25,Surface over a two-dimensional domain,D,Data-driven,domain-signature,standard,PE;EE,fluid-dynamics;oceanography,matplotlib.streamplot; metR,12,Hexbin plot;2-D density plot;Contour plot;3-D surface plot;Wireframe plot;Vector field plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P074,Parallel coordinates plot,,F03 Correlation & bivariate,S11,Many variables per observation (wide / high-dimensional),D,Data-driven,universal,deep,XM;LS;PE,data-science,GGally::ggparcoord; plotly; pandas parallel_coordinates,39,Scatter plot matrix;PCA scores plot;Scree plot;Radar chart;PCA biplot;Multidimensional scaling plot;Chernoff faces;Silhouette plot;Elbow plot;Embedding projection plot;t-SNE embedding plot;UMAP embedding plot;Cell-cell communication circle plot;Beta diversity ordination;Loadings plot;Parallel analysis plot;PLS-DA / OPLS-DA scores plot;LDA / discriminant plot;Correspondence analysis biplot;Multiple
P075,Andrews curves,,F03 Correlation & bivariate,S11,Many variables per observation (wide / high-dimensional),D,Data-driven,niche,stub,XM,statistics,pandas.plotting.andrews_curves; andrews,39,Scatter plot matrix;Parallel coordinates plot;PCA scores plot;Scree plot;Radar chart;PCA biplot;Multidimensional scaling plot;Chernoff faces;Silhouette plot;Elbow plot;Embedding projection plot;t-SNE embedding plot;UMAP embedding plot;Cell-cell communication circle plot;Beta diversity ordination;Loadings plot;Parallel analysis plot;PLS-DA / OPLS-DA scores plot;LDA / discriminant plot;Correspondenc
P076,Chernoff faces,,F03 Correlation & bivariate,S11,Many variables per observation (wide / high-dimensional),D,Data-driven,domain-signature,standard,XM;SH,statistics,aplpack::faces,39,Scatter plot matrix;Parallel coordinates plot;PCA scores plot;Scree plot;Radar chart;PCA biplot;Multidimensional scaling plot;Silhouette plot;Elbow plot;Embedding projection plot;t-SNE embedding plot;UMAP embedding plot;Cell-cell communication circle plot;Beta diversity ordination;Loadings plot;Parallel analysis plot;PLS-DA / OPLS-DA scores plot;LDA / discriminant plot;Correspondence analysis bipl
P077,Star glyph plot,glyph plot,F03 Correlation & bivariate,S11,Many variables per observation (wide / high-dimensional),D,Data-driven,niche,stub,XM,statistics,graphics::stars,39,Scatter plot matrix;Parallel coordinates plot;PCA scores plot;Scree plot;Radar chart;PCA biplot;Multidimensional scaling plot;Chernoff faces;Silhouette plot;Elbow plot;Embedding projection plot;t-SNE embedding plot;UMAP embedding plot;Cell-cell communication circle plot;Beta diversity ordination;Loadings plot;Parallel analysis plot;PLS-DA / OPLS-DA scores plot;LDA / discriminant plot;Correspondenc
P078,Table lens,tableplot,F03 Correlation & bivariate,S11,Many variables per observation (wide / high-dimensional),D,Data-driven,niche,stub,XM,data-science,tabplot,39,Scatter plot matrix;Parallel coordinates plot;PCA scores plot;Scree plot;Radar chart;PCA biplot;Multidimensional scaling plot;Chernoff faces;Silhouette plot;Elbow plot;Embedding projection plot;t-SNE embedding plot;UMAP embedding plot;Cell-cell communication circle plot;Beta diversity ordination;Loadings plot;Parallel analysis plot;PLS-DA / OPLS-DA scores plot;LDA / discriminant plot;Correspondenc
P079,Heat scatter / density scatter,,F03 Correlation & bivariate,S03,Two continuous variables,D,Data-driven,domain-signature,standard,LS;XM,transcriptomics,LSD::heatscatter; matplotlib,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Climograph;Flow cytom
P080,Regression line with confidence band,fitted line plot,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,universal,deep,ALL,statistics,ggplot2::geom_smooth,62,LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial dependence plot;Dose-response curve;Benchmar
P081,LOESS / LOWESS smoother,,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,universal,deep,XM;SH;EE,statistics,ggplot2::geom_smooth(method=loess); statsmodels.lowess,62,Regression line with confidence band;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial dependence plot;Dose-response c
P082,Residual vs fitted plot,,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,domain-signature,standard,XM;SH,statistics;econometrics,base::plot.lm; ggfortify::autoplot; performance,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial dependence plot;Dose-response c
P083,Scale-location plot,spread-location plot,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,niche,stub,XM,statistics,base::plot.lm,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial depende
P084,Cook's distance plot,,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,niche,stub,XM,statistics,base::plot.lm; car,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial depende
P085,Leverage / influence plot,,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,niche,stub,XM,statistics,car::influencePlot,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial depende
P086,Added-variable plot,partial regression plot,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,domain-signature,standard,XM;SH,statistics;econometrics,car::avPlots,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial dependence plot;Dose-respon
P087,Component+residual plot,partial residual plot,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,niche,stub,XM,statistics,car::crPlots,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial depende
P088,Marginal effects plot,predicted values plot,F04 Regression & diagnostics,S22,Model output vs observed,D,Data-driven,domain-signature,standard,SH;HM,econometrics;epidemiology,marginaleffects; ggeffects; effects,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial dependence plot;Dose-response
